cik,fund_rows,fund_aum,distinct_brand_eids,brand_eid,brand_name,brand_canonical_name,brand_entity_type
0000799704,421,4574411975.6,1,17930,Federated Advisory Services Company,Federated Advisory Services Company,institution
0001276533,917,4554645025.69,1,26812,Nuveen Floating Rate Income Fund,Nuveen Floating Rate Income Fund,institution
0000845376,2457,4554206127.770009,1,12,Capital Group / American Funds,Capital Group / American Funds,institution
0001105076,1197,4479938573.2699995,1,5052,WATER ISLAND CAPITAL LLC,WATER ISLAND CAPITAL LLC,institution
0001035018,1469,4479169145.6900015,1,1589,"PGIM, Inc.","PGIM, Inc.",institution
0000920701,558,4465103603.649999,1,8497,ALLIANCEBERNSTEIN L.P.,ALLIANCEBERNSTEIN L.P.,institution
0000882443,2939,4455359697.469999,5,3630,Affiliated Managers Group,"River Road Asset Management, LLC",institution
0001040061,2139,4454881506.479998,2,877,State Street / SSGA,"PALISADE CAPITAL MANAGEMENT, LP",institution
0001723701,1143,4429098611.820001,1,26992,PIMCO Flexible Municipal Income Fund,PIMCO Flexible Municipal Income Fund,institution
0000932381,2418,4419129897.660001,2,18978,"Tributary Capital Management, LLC","Tributary Capital Management, LLC",institution
0001970533,73,4401708775.830001,1,12,Capital Group / American Funds,Capital Group / American Funds,institution
0001605803,3892,4384412128.229998,1,53,Hartford Funds,Hartford Funds,institution
0001124459,499,4362528020.830001,1,4805,Franklin Templeton,FRANKLIN RESOURCES INC,institution
0001120924,2820,4348033300.49,1,13,T. Rowe Price,T. Rowe Price,institution
0001215880,994,4346319280.869999,2,5697,Ac Funds LLC,"Advisors Capital Management, LLC",institution
0000746458,1963,4320293888.670002,1,18,American Century,American Century,institution
0000889512,3030,4317432490.029999,1,29,Legg Mason,Legg Mason,institution
0000868648,975,4315136845.739999,1,1355,Putnam Investments,FRANKLIN ADVISERS INC,institution
0001870130,72,4311899735.820001,1,12,Capital Group / American Funds,Capital Group / American Funds,institution
0001766436,816,4248416611.6299996,0,,,,
0000081251,202,4224705841.25,1,16,Putnam Investments,Putnam Investments,institution
0000794458,662,4222771696.9900007,1,3940,"Capital International, Inc./CA/","Capital International, Inc./CA/",institution
0000030126,1893,4205569441.9799995,2,3505,"Curi RMB Capital, LLC","Curi RMB Capital, LLC",institution
0001670310,263,4203550005.9199977,1,3703,Davis Selected Advisers,Davis Selected Advisers,institution
0000794685,1327,4168732527.810001,1,26622,Gabelli Equity Trust Inc,Gabelli Equity Trust Inc,institution
0000878092,1458,4116398950.58,1,26,BNY Mellon / Dreyfus,BNY Mellon / Dreyfus,institution
0000803191,377,4090721147.29,1,1589,"PGIM, Inc.","PGIM, Inc.",institution
0000810695,2995,4074605554.7000046,5,1526,"RATIONAL ADVISORS, INC.",Accuvest Global Advisors,institution
0000728352,1338,4049414678.510003,1,87,Nomura,Nomura,institution
0001571768,8084,4044384290.8799934,1,3616,T. Rowe Price,PRICE T ROWE ASSOCIATES INC /MD/,institution
0000812801,914,4024286179.8199973,1,26635,"Nuveen Municipal Value Fund, Inc.","Nuveen Municipal Value Fund, Inc.",institution
0001818105,212,4017945244.27291,1,27051,NB Private Markets Access Fund LLC,NB Private Markets Access Fund LLC,institution
0000027825,1318,4016205877.4800005,1,87,Nomura,Nomura,institution
0001561785,151,4013547605.07,1,8,,First Trust,institution
0000893730,2479,4013346459.4900007,3,7821,VIKING FUND MANAGEMENT LLC,VIKING FUND MANAGEMENT LLC,institution
0001597934,259,4003478518.359999,1,4450,abrdn Inc.,abrdn Inc.,institution
0001660765,158,3999908623.819999,1,51,Janus Henderson,Janus Henderson,institution
0001266585,1774,3982732986.250004,1,26806,Nuveen Municipal High Income Opportunity Fund,Nuveen Municipal High Income Opportunity Fund,institution
0000904170,876,3976660972.5100007,1,17992,EULAV Asset Management,EULAV Asset Management,institution
0001616203,776,3958471057.365996,1,26955,Pomona Investment Fund,Pomona Investment Fund,institution
0001944285,2225,3926013455.6900034,1,7238,TEMA ETFS LLC,TEMA ETFS LLC,institution
0000810573,3324,3897670606.2900014,2,25,Deutsche Asset Management,Deutsche Asset Management,institution
0001534881,1130,3894080183.5499988,1,8201,"ASPIRIANT, LLC","ASPIRIANT, LLC",institution
0000910036,417,3861014295.6999993,1,8497,ALLIANCEBERNSTEIN L.P.,ALLIANCEBERNSTEIN L.P.,institution
0000792359,4022,3853208398.730004,4,1888,"Virtus Investment Advisers, LLC","Virtus Fixed Income Advisers, LLC",institution
0001798618,1439,3841591655.6900005,1,27037,PIMCO Dynamic Income Opportunities Fund,PIMCO Dynamic Income Opportunities Fund,institution
0000895429,335,3840319344.0699997,1,17992,EULAV Asset Management,EULAV Asset Management,institution
0001078195,2574,3839409901.079992,0,,,,
0001969489,96,3836325820.13,1,12,Capital Group / American Funds,Capital Group / American Funds,institution
0001551047,42,3812364632.439998,1,26589,Bluerock Private Real Estate Fund,Bluerock Private Real Estate Fund,institution
0001788420,400,3811276010.6899996,1,27031,Keystone Private Income Fund,Keystone Private Income Fund,institution
0001473646,279,3802196786.0999994,1,2920,Morgan Stanley Investment Management,MORGAN STANLEY,institution
0000929521,858,3793777726.430002,1,10178,Ameriprise Financial,AMERIPRISE FINANCIAL INC,institution
0000816753,251,3787881729.510001,1,1589,"PGIM, Inc.","PGIM, Inc.",institution
0000788606,1184,3786081737.5400004,1,1,,Vanguard Group,institution
0001829774,2047,3729236204.58,4,18370,Easterly Investment Partners LLC,Easterly Investment Partners LLC,institution
0000701817,2270,3726360124.699999,1,9858,SEI INVESTMENTS MANAGEMENT CORP,SEI INVESTMENTS MANAGEMENT CORP,institution
0002044519,110,3722088784.89,1,97,Coatue Management,Coatue Management,institution
0001567569,456,3710678774.0699987,1,26936,First Trust Intermediate Duration Preferred & Income Fund,First Trust Intermediate Duration Preferred & Income Fund,institution
0001081402,4436,3679858305.9700007,1,6053,"Allspring Global Investments Holdings, LLC","Allspring Global Investments Holdings, LLC",institution
0001051004,425,3677303434.449999,1,26729,"BlackRock MuniHoldings California Quality Fund, Inc.","BlackRock MuniHoldings California Quality Fund, Inc.",institution
0001652200,500,3671495441.890001,0,,,,
0001981627,727,3665639980.329995,1,7119,"Grantham, Mayo, Van Otterloo & Co. LLC","Grantham, Mayo, Van Otterloo & Co. LLC",institution
0001680255,540,3663055719.8999987,1,4692,"Goehring & Rozencwajg Associates, LLC","Goehring & Rozencwajg Associates, LLC",institution
0000917286,36,3652462565.76,1,11,,Fidelity / FMR,institution
0001407736,411,3637354709.83,1,26872,SEI Structured Credit Fund LP,SEI Structured Credit Fund LP,institution
0002018846,2537,3619880192.1199975,1,5047,Massachusetts Financial Services,MASSACHUSETTS FINANCIAL SERVICES CO /MA/,institution
0001903606,1123,3616085600.4900002,2,3200,CANTOR FITZGERALD INVESTMENT ADVISORS L.P.,CANTOR FITZGERALD INVESTMENT ADVISORS L.P.,institution
0001007226,1882,3615492667.4800005,1,19072,Wesbanco Investment Department,Wesbanco Investment Department,institution
0001660935,866,3608937655.599999,1,12,Capital Group / American Funds,Capital Group / American Funds,institution
0001322436,337,3608427385.13,1,26844,Eaton Vance Tax-Managed Buy-Write Opportunities Fund,Eaton Vance Tax-Managed Buy-Write Opportunities Fund,institution
0001738080,5,3567578787.66,1,3586,BLACKROCK ADVISORS LLC,BLACKROCK ADVISORS LLC,institution
0001597634,138,3561166139.460001,1,26592,APOLLO DIVERSIFIED REAL ESTATE FUND,APOLLO DIVERSIFIED REAL ESTATE FUND,institution
0000774013,1296,3558557898.4300017,1,2,BlackRock / iShares,BlackRock / iShares,institution
0001506213,857,3556258557.1600003,1,5731,"RATIONAL ADVISORS, INC.","RATIONAL ADVISORS, INC.",institution
0001170299,746,3541468532.8400016,1,26760,PIMCO Municipal Income Fund II,PIMCO Municipal Income Fund II,institution
0001598735,529,3531639734.109999,1,2914,IMPAX ASSET MANAGEMENT LLC,IMPAX ASSET MANAGEMENT LLC,institution
0001046404,206,3531393425.06,1,3616,T. Rowe Price,PRICE T ROWE ASSOCIATES INC /MD/,institution
0001793882,563,3528907969.009998,1,27034,Cohen & Steers Tax-Advantaged Preferred Securities & Income Fund,Cohen & Steers Tax-Advantaged Preferred Securities & Income Fund,institution
0001560916,4,3518972098.0199995,1,26929,CPG Carlyle Commitments Fund LLC,CPG Carlyle Commitments Fund LLC,institution
0000357057,917,3513473684.1600037,1,11,,Fidelity / FMR,institution
0001579881,901,3504226148.2300014,1,63,Calamos Investments,Calamos Investments,institution
0000916488,1808,3484730932.24,2,1355,TEMPLETON GLOBAL ADVISORS LTD,FRANKLIN ADVISERS INC,institution
0000852254,960,3481510941.0300016,1,3616,T. Rowe Price,PRICE T ROWE ASSOCIATES INC /MD/,institution
0001064046,31782,3479642420.0700026,1,9191,Security Investors LLC,Security Investors LLC,institution
0000921370,962,3471339785.819998,0,,,,
0001558372,371,3433262731.09,1,6429,"YCG, LLC","YCG, LLC",institution
0001352621,1107,3394447167.5999975,2,6063,"Valmark Advisers, Inc.","Valmark Advisers, Inc.",institution
0001390204,2995,3389220235.270004,1,9,Nuveen / TIAA,Nuveen / TIAA,institution
0001298699,437,3368334425.329998,1,26830,Nuveen S&P 500 Buy-Write Income Fund,Nuveen S&P 500 Buy-Write Income Fund,institution
0001070414,975,3346125888.810002,1,1,,Vanguard Group,institution
0001052118,164,3333802658.049999,1,1589,"PGIM, Inc.","PGIM, Inc.",institution
0000758003,1010,3331115429.8999987,1,13,T. Rowe Price,T. Rowe Price,institution
0001515671,266,3326109838.5000005,1,7615,DUFF & PHELPS INVESTMENT MANAGEMENT CO,DUFF & PHELPS INVESTMENT MANAGEMENT CO,institution
0000318874,1267,3304620709.95,1,17,MFS Investment Management,MFS Investment Management,institution
0001033669,4100,3293376342.109998,1,58,Lazard Asset Management,Lazard Asset Management,institution
0001003632,595,3265342818.7500005,1,9858,SEI INVESTMENTS MANAGEMENT CORP,SEI INVESTMENTS MANAGEMENT CORP,institution
0001506768,4797,3259517968.6299996,4,194,LoCorr Fund Management LLC,"Graham Capital Management, L.P.",institution
0000319676,2975,3254583196.8699994,3,2920,Morgan Stanley Investment Management,MORGAN STANLEY,institution
0000747677,1800,3214619740.0800033,1,25,Deutsche Asset Management,Deutsche Asset Management,institution
0001882879,6678,3211450894.8199773,1,22,Goldman Sachs Asset Management,Goldman Sachs Asset Management,institution
0001040587,633,3177462426.21,2,1977,"Rafferty Asset Management, LLC","Hilton Capital Management, LLC",institution
0000795402,328,3143474524.329999,1,1355,FRANKLIN ADVISERS INC,FRANKLIN ADVISERS INC,institution
0001251896,409,3138520988.7499995,1,9955,AEGIS FINANCIAL CORP,AEGIS FINANCIAL CORP,institution
0001987990,476,3094479185.9900045,1,27153,KKR US Direct Lending Fund-U Inc.,KKR US Direct Lending Fund-U Inc.,institution
0000836267,2351,3089860124.8699985,3,3040,SHELTON CAPITAL MANAGEMENT,ICON ADVISERS INC/CO,institution
0001940499,215,3067661015.9200015,1,27136,JPMorgan Private Markets Fund,JPMorgan Private Markets Fund,institution
0000890196,912,3038482976.039999,1,26695,"BlackRock MuniYield Quality Fund, Inc.","BlackRock MuniYield Quality Fund, Inc.",institution
0001608741,481,3006846696.0800004,1,26951,Nuveen Nasdaq 100 Dynamic Overwrite Fund,Nuveen Nasdaq 100 Dynamic Overwrite Fund,institution
0001394395,2067,3002834052.5400047,0,,,,
0001616678,280,2998133659.689998,1,26956,BlackRock Science & Technology Trust,BlackRock Science & Technology Trust,institution
0000813383,1298,2992079511.0599995,3,26,BNY Mellon / Dreyfus,BNY Mellon / Dreyfus,institution
0002006100,1863,2966455871.4000025,1,27175,StepStone Private Credit Income Fund,StepStone Private Credit Income Fund,institution
0001709447,503956,2938985552.369998,1,26983,AIP Alternative Lending Fund A,AIP Alternative Lending Fund A,institution
0001484018,2092,2936464743.4199996,1,24634,"Spinnaker Financial Advisors, LLC","Spinnaker Financial Advisors, LLC",institution
0000030167,284,2928627315.3100004,1,2628,BNY Mellon / Dreyfus,NEWTON INVESTMENT MANAGEMENT LTD,institution
0001074952,341,2927042464.84,1,26742,Nuveen California Quality Municipal Income Fund,Nuveen California Quality Municipal Income Fund,institution
0001181848,70,2918766506.9899993,1,26769,Skybridge Opportunity Fund,Skybridge Opportunity Fund,institution
0001224450,629,2908364438.62,1,26787,COHEN & STEERS REIT & PREFERRED & INCOME FUND INC,COHEN & STEERS REIT & PREFERRED & INCOME FUND INC,institution
0000821404,932,2871307449.0800004,1,1,,Vanguard Group,institution
0001849998,3216,2856954768.960001,1,7633,FEDERATED INVESTMENT MANAGEMENT CO,FEDERATED INVESTMENT MANAGEMENT CO,institution
0000002768,351,2851550328.630001,1,28,,Franklin Templeton,institution
0000203142,1197,2849413126.5900006,1,25,Deutsche Asset Management,Deutsche Asset Management,institution
0000877880,3531,2847317021.7099996,1,4281,SIT INVESTMENT ASSOCIATES INC,SIT INVESTMENT ASSOCIATES INC,institution
0001230869,493,2846867425.7199984,1,26793,ASA Gold and Precious Metals LTD Fund,ASA Gold and Precious Metals LTD Fund,institution
0001700933,2626,2840172381.9700007,1,9232,"American Beacon Advisors, Inc.","WCM INVESTMENT MANAGEMENT, LLC",institution
0001581005,589,2793745324.0499997,1,26939,Stone Ridge Reinsurance Risk Premium Interval Fund,Stone Ridge Reinsurance Risk Premium Interval Fund,institution
0000764719,6334,2793195096.780001,1,17,MFS Investment Management,MFS Investment Management,institution
0001803958,109,2785208533.8999987,1,27038,KKR Real Estate Select Trust Inc.,KKR Real Estate Select Trust Inc.,institution
0001300746,474,2776618658.4600005,1,19513,"Intrepid Capital Management, Inc.","Intrepid Capital Management, Inc.",institution
0001222719,1237,2768942271.8399987,1,26784,CALAMOS CONVERTIBLE & HIGH INCOME FUND,CALAMOS CONVERTIBLE & HIGH INCOME FUND,institution
0001517518,40,2764419301.8299994,1,26908,ClearBridge Energy Midstream Opportunity Fund Inc.,ClearBridge Energy Midstream Opportunity Fund Inc.,institution
0000810744,652,2761676242.558002,0,,,,
0000807394,1245,2747933930.5100026,1,77,,PGIM,institution
0001071336,700,2744919158.750003,1,9,Nuveen / TIAA,Nuveen / TIAA,institution
0000923459,280,2742720135.7299986,1,20,Gabelli,Gabelli,institution
0000730200,829,2739611161.4500003,1,13,T. Rowe Price,T. Rowe Price,institution
0001589756,4727,2736437017.06,2,8660,"VIRTUS ALTERNATIVE INVESTMENT ADVISERS, LLC","VIRTUS ALTERNATIVE INVESTMENT ADVISERS, LLC",institution
0001604174,581,2730448916.565014,1,26946,Eagle Point Credit Co Inc.,Eagle Point Credit Co Inc.,institution
0000230382,3019,2699781202.200001,1,3586,BLACKROCK ADVISORS LLC,BLACKROCK ADVISORS LLC,institution
0001260041,262,2698572381.37,1,26803,John Hancock Tax-Advantaged Dividend Income Fund,John Hancock Tax-Advantaged Dividend Income Fund,institution
0000883412,605,2692484842.219997,1,26684,"BlackRock MuniYield Quality Fund III, Inc.","BlackRock MuniYield Quality Fund III, Inc.",institution
0001174164,537,2690487172.290002,1,26763,Flaherty & Crumrine Preferred and Income Securities Fund Incorporated,Flaherty & Crumrine Preferred and Income Securities Fund Incorporated,institution
0001260563,409,2682510199.2899995,1,26804,"Virtus Dividend, Interest & Premium Strategy Fund","Virtus Dividend, Interest & Premium Strategy Fund",institution
0000792858,1391,2671911110.6211295,1,4313,JOHN HANCOCK INVESTMENT MANAGEMENT LLC,JOHN HANCOCK INVESTMENT MANAGEMENT LLC,institution
0001843181,309,2656501943.500001,1,27064,Neuberger Next Generation Connectivity Fund Inc.,Neuberger Next Generation Connectivity Fund Inc.,institution
0000718581,887,2644626988.7500014,1,11,,Fidelity / FMR,institution
0001045487,1774,2627559336.769999,1,19209,"James Investment Research, Inc.","James Investment Research, Inc.",institution
0000861469,4394,2625616009.329999,1,4635,"FEDERATED HERMES, INC.","FEDERATED HERMES, INC.",institution
0001676197,481,2615752568.9500012,1,26969,Apollo Diversified Credit Fund,Apollo Diversified Credit Fund,institution
0001308335,184,2610843449.209998,1,26834,Eaton Vance Enhanced Equity Income Fund II,Eaton Vance Enhanced Equity Income Fund II,institution
0001039667,2406,2600142256.62,1,19180,Spirit of America Management Corp.,Spirit of America Management Corp.,institution
0001291446,168,2590761156.724242,1,83,Credit Suisse,Credit Suisse,institution
0001171471,1237,2575213850.5200033,1,26762,CALAMOS CONVERTIBLE OPPORTUNITIES & INCOME FUND,CALAMOS CONVERTIBLE OPPORTUNITIES & INCOME FUND,institution
0001687898,72,2569924839.72,1,26973,Harrison Street Real Assets Fund LLC,Harrison Street Real Assets Fund LLC,institution
0000801444,292,2555573922.48,1,312,TOCQUEVILLE ASSET MANAGEMENT L.P.,TOCQUEVILLE ASSET MANAGEMENT L.P.,institution
0001557794,7152,2540851766.070007,0,,,,
0000708950,2923,2537555033.7400002,1,2981,Calvert Research & Management,Calvert Research & Management,institution
0002059436,24886,2510022755.939166,1,27246,Blue Owl Alternative Credit Fund,Blue Owl Alternative Credit Fund,institution
0001886172,2905,2502615049.200001,1,18058,DoubleLine Capital LP,DoubleLine Capital LP,institution
0000081264,2478,2488555797.7000046,1,16,Putnam Investments,Putnam Investments,institution
0000102757,1081,2487932082.8599997,1,17992,EULAV Asset Management,EULAV Asset Management,institution
0001076673,210,2485551367.2599993,1,26743,"Advantage Advisers Xanthus Fund, L.L.C.","Advantage Advisers Xanthus Fund, L.L.C.",institution
0000811976,1045,2464189856.59,1,18182,Van Eck Associates Corporation,Van Eck Associates Corporation,institution
0001026708,50,2458154626.64,1,15605,Wilshire Global Allocation Fund,Wilshire Global Allocation Fund,fund
0000102426,25,2454194017.67,1,26610,"SRH Total Return Fund, Inc.","SRH Total Return Fund, Inc.",institution
