investor_name,ciks,positions,aum_mm,total_shares
Groupe Bruxelles Lambert,1,1,404.9,8773667
Cordoba Advisory Partners LLC,1,136,404.6,5491831
PCJ Investment Counsel Ltd.,1,59,404.2,18802134
Meridian Management Co,1,80,403.9,3879465
Citizens & Northern Corp,1,122,403.6,5140563
"Dalal Street, LLC",1,2,402.0,29842062
Saybrook Capital /NC/,1,39,401.7,2429298
Clg LLC,1,131,401.7,5762400
"Westmount Partners, LLC",1,234,401.1,3228147
Global Wealth Strategies & Associates,1,487,401.1,3103213
"Napier Financial, LLC",1,51,400.4,3866529
Addison Capital Co,1,138,400.4,4584737
Opal Capital LLC,1,178,400.2,5260684
Davis-Rea Ltd.,1,53,399.5,2644953
Kelly Financial Services LLC,1,117,399.0,5078647
"RFG Holdings, Inc.",1,63,398.9,5504738
"Scott & Selber, Inc.",1,92,398.7,2872219
Gray Foundation,1,11,398.5,2721892
"Mokosak Advisory Group, LLC",1,38,398.5,8671558
Tillman Hartley LLC,1,90,398.4,7534652
Planning Project LLC,1,134,398.0,2846003
Globe Life Inc.,1,2,397.8,1253683
First Wilshire Securities Management Inc,1,78,397.5,24852366
Towarzystwo Funduszy Inwestycyjnych Pzu SA,1,650,397.2,3348504
Lpwm LLC,1,87,396.4,3725708
Div Capital Phoenix Assets Ltd,1,13,395.1,1028456
"Performa Ltd (US), LLC",1,44,394.1,3115603
Rinkey Investments,1,126,393.8,7210960
Trustees of Dartmouth College,1,9,393.3,2930899
Sequent Planning LLC,1,177,392.9,8219667
Pacific Center for Financial Services,1,455,392.1,3511211
Engaged Capital LLC,1,8,392.0,31621223
Retirement Solution LLC,1,44,391.8,9571149
Peterson Wealth Services,1,213,391.1,2045300
"Safeguard Investment Advisory Group, LLC",1,145,390.9,5631456
Strategic Advocates LLC,1,579,390.9,5002976
Sinvest Investments II Ltd.,1,0,390.4,8400000
Siemens AG,1,1,390.4,19738064
Dockside LLC,1,175,389.4,6340404
"Ifrah Financial Services, Inc.",1,199,389.4,5040835
"MPS Loria Financial Planners, LLC",1,83,389.0,2624208
WealthTrust Axiom LLC,1,253,388.7,13611727
"NovaPoint Capital, LLC",1,72,388.3,3537955
HighVista Strategies LLC,1,138,388.3,12015411
West Branch Capital LLC,1,396,388.1,1742727
Hilltop Partners LLC,1,122,388.0,6206952
"Peak Financial Management, Inc.",1,94,387.7,6353321
"Quaker Capital Investments, LLC",1,20,387.7,17795556
Searle & Co.,1,184,387.6,3123103
Supplemental Annuity Collective Trust of NJ,1,207,386.9,2858730
"One Charles Private Wealth Services, LLC",1,159,386.8,5376568
"Legacy Wealth Partners, LLC",1,166,386.3,3734111
"Eldred Rock Partners, LLC",1,30,385.5,6763970
"Plan Group Financial, LLC",1,189,385.3,5946311
"Truffle Hound Capital, LLC",1,43,383.9,19795900
"Wbi Investments, LLC",1,260,383.6,7612866
Accel Leaders 4 Associates L.P.,1,0,383.4,4580952
Bluescape Energy Partners LLC,1,5,383.3,16088047
Sherborne Investors Management LP,1,1,382.8,29449997
"EnCap Partners GP, LLC",1,2,382.8,10447426
Naria Inc.,1,0,382.7,10284166
SEG Family Corp.,1,1,382.7,2901405
Cardinal Strategic Wealth Guidance,1,59,382.7,2986349
Vista Investment Partners LLC,1,157,382.6,3749883
"Prosperity Planning, Inc.",1,103,382.3,5314891
Next Level Private LLC,1,145,381.5,4996227
"Terril Brothers, Inc.",1,69,381.5,7937549
Roman Butler Fullerton & Co,1,252,381.4,4185290
"WorthPointe, LLC",1,100,380.6,7635597
PARUS FINANCE (UK) Ltd,1,33,380.5,2263956
"West Virginia University Foundation, Inc",1,2,380.2,838879
DSC Meridian Capital LP,1,15,380.1,43581620
"55 North Private Wealth, LLC",1,193,379.5,5970074
"Nixon Capital, LLC",1,26,379.0,14031129
Granger Management LLC,1,6,378.4,2513822
Towle & Co,1,41,378.3,16418766
Selkirk Management LLC,1,12,378.1,2572121
"Measured Wealth Private Client Group, LLC",1,691,378.0,3970229
"Fischer Financial Services, Inc.",1,63,378.0,2637162
Rubicon Global Capital Ltd,1,11,377.5,3160925
Symmetry Peak Management LLC,1,50,377.4,1995916
Sicart Associates LLC,1,75,376.9,4171706
Keewaydin Investments LLC,1,16,375.8,4539769
EdgeRock Capital LLC,1,127,375.8,5978377
Phraction Management LLC,1,64,375.3,2274867
Winmill & Co. Inc,1,49,374.9,5045533
"Prasad Wealth Partners, LLC",1,132,374.8,5963890
"Daybright Advisory Services, Inc.",1,132,374.8,3375884
"New Republic Capital, LLC",1,359,374.7,3412335
"BWM Planning, LLC",1,88,374.2,6150578
Tikvah Management LLC,1,23,374.2,15227231
Tiger Pacific Capital LP,1,10,373.8,15465544
"CGC Financial Services, LLC",1,321,373.8,6514425
First American Financial Corp,1,2,373.4,7543540
Retail Employees Superannuation Pty Ltd as trustee for Retail Employees Superannuation Trust,1,29,373.2,1368007
"Diametric Capital, LP",1,316,373.1,38484044
"PYA Waltman Capital, LLC",1,74,372.2,3436023
"Eaton Financial Holdings Company, LLC",1,129,372.0,5343111
C Partners Holding GmbH ,1,8,371.7,1513182
"Financial Perspectives, Inc",1,655,371.2,3148310
Fairway Wealth LLC,1,229,370.8,5434985
"Butensky & Cohen Financial Security, Inc",1,94,369.6,4643815
Euclidean Capital LLC,1,10,369.5,11738928
Stone Summit Wealth LLC,1,140,368.7,3279988
Charles-Lim Capital Ltd,1,7,368.6,5337500
"Aip, LLC",1,3,368.5,17195163
"Freedom Day Solutions, LLC",1,89,368.0,5196253
Puzo Michael J,1,65,367.3,1943049
"Pacifica Capital Investments, LLC",1,15,367.1,3244867
EnRich Financial Partners LLC,1,60,366.9,7778449
"Promethos Capital, LLC",1,42,366.8,8690311
Elevatus Welath Management,1,151,365.7,3968572
"Narus Financial Partners, LLC",1,167,365.5,3798054
Sentry LLC,1,121,365.3,1750049
"Fivespan Partners, LP",1,5,364.9,12842933
PhiloSmith Capital Corp,1,22,363.6,2969577
"Reik & Co., LLC",1,44,363.5,18213660
"Ark & Tlk Investments, LLC",1,101,363.5,7116808
Atwater Malick LLC,1,85,362.7,2616359
Core Alternative Capital,1,208,362.6,2332686
Cypress Financial Planning LLC,1,93,362.2,4431904
KP Management LLC,1,55,361.9,1536466
"Owls Nest Partners IA, LLC",1,13,361.2,8155260
Merk Investments LLC,1,7,360.7,47394393
Keating Investment Counselors Inc,1,55,360.7,11649426
"Elyxium Wealth, LLC",1,1274,360.6,20421265
Inceptionr LLC,1,559,360.4,7466801
Clean Yield Group,1,394,360.2,4246547
"Swmg, LLC",1,115,360.2,3952145
"Science & Technology Partners, L.P.",1,24,359.8,3073080
"Bare Financial Services, Inc",1,1459,359.5,5768371
"Headland Capital, LLC",1,66,359.3,4685650
OnyxPoint Global Management LP,1,23,359.2,20707021
ParaFi Capital LP,1,14,358.4,16938952
"World Equity Group, Inc.",1,282,358.3,4655857
"Crown Wealth Group, LLC",1,125,357.9,5069186
"Legacy CG, LLC",1,40,357.2,6884342
"Cypress Capital, LLC",1,93,357.2,3835124
Capital Planning LLC,1,81,356.9,3165194
"Haverford Financial Services, Inc.",1,48,356.8,1471066
"Peak Planning Group, LLC",1,113,356.7,3818798
OLIO Financial Planning,1,70,356.5,4550668
"Leeward Financial Partners, LLC",1,96,355.8,3117386
"Fusion Capital, LLC",1,99,355.5,3811785
Naman Capital Ltda,1,10,355.5,15504114
Highline Wealth Partners LLC,1,907,355.5,3971758
Alaethes Wealth LLC,1,114,355.3,2968022
Night Squared LP,1,63,354.8,3480358
Kidder Stephen W,1,68,354.7,2191416
"Financial Advisory Partners, LLC",1,65,354.6,3548845
Fca Corp /TX/,1,168,354.2,10064271
DKRT Investments Corp.,1,45,353.3,2584218
"Rhino Investment Partners, Inc",1,35,352.9,13369127
Oldfield Partners LLP,1,19,352.7,8398396
Starr Indemnity & Liability Co,1,4,352.1,1853328
"Tidemark, LLC",1,594,351.9,7087456
Capital Innovations LLC,1,46,351.2,4890566
S.E.E.D. Planning Group LLC,1,85,350.9,3193739
"Tensor Edge Capital, LLC",1,13,350.8,3085120
"Redwood Grove Capital, LLC",1,21,350.7,8975988
"Snow Phipps Group, LLC",1,2,350.7,15535761
"Seven Springs Wealth Group, LLC",1,83,350.0,6129137
"Global Assets Advisory, LLC",1,253,349.7,4333951
Missouri Education Pension Trust,1,2,349.4,1194658
"Sterling Investment Counsel, LLC",1,182,349.0,3438724
"Endeavor Private Wealth, Inc.",1,195,348.8,4471623
FC Advisory LLC,1,104,348.1,4396660
Valtinson Bruner Financial Planning LLC,1,121,347.6,6983124
Osprey Private Wealth LLC,1,79,347.5,1762684
"Lanham O'Dell & Company, Inc.",1,40,347.3,2741008
Steph & Co,1,300,347.0,3547396
"Bouvel Investment Partners, LLC",1,79,346.9,4500987
Eq LLC,1,74,346.8,4664736
Avidity Partners Management LP,1,39,346.7,23607736
Pinebridge Investments Asia Ltd,1,7,346.1,4966010
Prevatt Capital Ltd,1,11,345.7,7039300
McCollum Christoferson Group LLC,1,73,345.7,2030572
Oxler Private Wealth LLC,1,88,345.4,1908992
"Beirne Wealth Consulting Services, LLC",1,99,345.3,4170766
"FFG Partners, LLC",1,37,344.9,2734693
"Keystone Financial Planning, Inc.",1,43,344.8,8499219
Singapore Technologies Telemedia Pte Ltd,1,1,343.3,9835680
Smart Money Group LLC,1,80,342.9,9219973
"Frec Markets, Inc.",1,337,342.1,2476153
"Covenant Partners, LLC",1,133,342.0,2370755
"Regimen Wealth, LLC",1,76,341.9,5548142
"Retirement Financial Solutions, LLC",1,46,341.6,4744834
Iat Reinsurance Co Ltd.,1,30,341.5,39611188
Maestria Partners LLC,1,15,341.4,3851195
"Yeomans Consulting Group, Inc.",1,110,341.3,4974453
"Shoker Investment Counsel, Inc.",1,110,341.3,3197943
"Pinnacle Bancorp, Inc.",1,825,341.2,2699409
"True Wealth Design, LLC",1,2347,341.1,7433450
Missouri Trust & Investment Co,1,392,340.7,3855685
"Focused Alpha, LLC",1,226,340.3,4629468
"Capital Advisory Group Advisory Services, LLC",1,159,340.0,4070175
Indigo Partners LLC,1,2,339.9,53349573
"Parkwoods Wealth Partners, LLC",1,106,339.9,6573483
Veracity Capital LLC,1,229,339.8,3115976
Lexington Partners L.P.,1,5,339.5,5861980
Knuff & Co LLC,1,126,339.3,2077181
Newton One Investments LLC,1,118,339.0,3173478
"Elmind Capital, LP",1,32,338.9,15656099
"Sweeney & Michel, LLC",1,134,338.8,3749277
Kooman & Associates,1,52,338.1,7206164
Valence8 US LP,1,15,337.5,3446254
"Accretive Wealth Partners, LLC",1,148,337.0,3727784
"Atlas Brown,Inc.",1,222,336.4,2556295
HT Partners LLC,1,54,336.3,7806110
Red Wave Investments LLC,1,110,336.2,3056182
Meredith Wealth Planning,1,57,335.9,4963560
"Oldfather Financial Services, LLC",1,96,335.8,1883696
"Cove Private Wealth, LLC",1,155,335.8,1975946
"Hudson Value Partners, LLC",1,104,335.8,2541963
Continental Grain Co,1,4,335.7,5494288
Congress Park Capital LLC,1,121,334.9,12486585
"Hoxton Planning & Management, LLC",1,213,334.5,3390801
Sara-Bay Financial,1,74,334.4,3180077
"Family Legacy, Inc.",1,121,334.0,2507831
"Bcwm, LLC",1,52,334.0,3882878
"Joule Financial, LLC",1,109,333.8,5477420
"Palo Duro Investment Partners, LP",1,22,333.4,8415656
Watershed Private Wealth LLC,1,114,333.4,2719296
Wright Investors Service Inc,1,142,333.1,2512336
Untitled Investments LP,1,16,332.9,4435175
SVF Sponsor III (DE) LLC,1,1,332.6,5590000
"Hibernia Wealth Partners, LLC",1,103,332.1,5525900
"Courage Miller Partners, LLC",1,81,332.1,8797887
Pure Portfolios Holdings LLC,1,103,332.1,8424315
"Equita Financial Network, Inc.",1,93,331.8,5721032
"Sterling Financial Planning, Inc.",1,112,331.8,4835529
"Hamel Associates, Inc.",1,79,331.8,3996679
"ONE Advisory Partners, LLC",1,71,331.6,4188271
"Intergy Private Wealth, LLC",1,112,331.5,4170177
"Comprehensive Financial Consultants Institutional, Inc.",1,161,331.3,3405079
Keystone Financial Services,1,119,331.3,3543917
Harbor Advisory Corp /MA/,1,76,330.6,3563598
"Shayne & Jacobs, LLC",1,92,330.3,2418443
"Aft, Forsyth & Sober, LLC",1,57,330.1,2007640
"Hixon Zuercher, LLC",1,88,329.8,2849682
Metropolitan Life Insurance Co/NY,1,11,329.7,2498709
Fiduciary Planning LLC,1,73,329.5,4700411
Atlas Wealth LLC,1,84,329.3,7863705
"Cisco Systems, Inc.",1,4,329.0,2549572
"Cowa, LLC",1,142,328.7,7158298
Orion Investment Co,1,67,328.2,4120421
MADDEN SECURITIES Corp,1,97,328.0,5254138
SMART Wealth LLC,1,146,328.0,6532014
"TigerOak Management, L.L.C.",1,117,327.9,2589304
"Vectors Research Management, LLC",1,120,327.6,3312685
Independent Wealth Network Inc.,1,261,327.4,5688938
"Sage Financial Management Group, Inc.",1,58,327.4,4628861
Matthew 25 Management Corp,1,20,327.0,2325617
"Uniting Wealth Partners, LLC",1,147,326.2,4000419
Anchyra Partners LLC,1,251,326.0,2567131
"Veery Capital, LLC",1,94,325.8,4966298
Knox Lane LP,1,0,325.2,28176542
Ferguson Shapiro LLC,1,62,325.0,9208902
Stiles Financial Services Inc,1,168,324.8,2184609
"Cosmic Management, LLC",1,4,324.6,12951534
"Howard Bailey Securities, LLC",1,120,324.4,6802114
Weybosset Research & Management LLC,1,34,324.3,3426694
"Rossby Financial, LCC",1,1638,324.2,6537521
Blue Owl Capital Holdings LP,1,49,324.0,69067645
Flagship Pioneering Inc.,1,4,324.0,43463975
Donoghue Forlines LLC,1,111,323.4,5948163
"Guardian Point Capital, LP",1,11,323.2,3456239
"Bruce & Co., Inc.",1,33,322.5,6796451
"Genesis Private Wealth, LLC",1,178,322.3,4272117
"Acima Private Wealth, LLC",1,172,322.2,3899029
"Permit Capital, LLC",1,17,321.4,6909409
Checkpoint Capital L.P.,1,6,320.1,2653710
Whelan Financial,1,95,320.1,3928316
"Private Client Services, LLC",1,182,320.0,4351619
"Client 1st Advisory Group, LLC",1,137,319.8,5278643
Investment Advisory Services Inc /tx /adv,1,122,319.7,2963283
Transatlantique Private Wealth LLC,1,200,318.8,3030013
"Essex Woodlands Management, Inc.",1,6,318.3,51221101
"5AM Venture Management, LLC",1,18,318.1,45510553
"Crestview Partners II GP, L.P.",1,3,318.1,9915447
"Muzinich & Co., Inc.",1,37,318.0,19206043
Mcdonald Partners LLC,1,189,317.5,3274277
"Patriot Financial Partners GP II, L.P.",1,10,316.2,14560446
American Assets Inc,1,24,316.0,9610125
"IronBridge Private Wealth, LLC",1,43,316.0,3204922
Powszechne Towarzystwo Emerytalne Allianz Polska S.A.,1,11,315.9,3037629
"Amtrust Financial Services, Inc.",1,15,315.6,3547756
"Shaker Financial Services, LLC",1,89,315.5,28688402
25 LLC,1,70,315.1,3883490
"Berkeley, Inc",1,72,314.5,3900803
Auour Investments LLC,1,83,314.3,5463750
"Crestview Partners IV GP, L.P.",1,2,313.9,11209778
Boundless Plain Holdings Ltd,1,15,313.6,26409589
"Essential Planning, LLC.",1,88,313.6,5083568
Atle Fund Management AB,1,37,313.4,4921166
DORVAL Corp,1,41,313.3,4435982
"Sensible Money, LLC",1,83,313.1,7087286
Regents Gate Capital LLP,1,36,312.4,3227507
Radcliff Management LLC,1,0,312.2,13135000
Harvest Management LLC,1,51,312.0,6108368
Gen-Wealth Partners Inc,1,654,311.9,4848022
"Cabot-Wellington, LLC",1,5,311.8,1717098
"Planned Solutions, Inc.",1,133,311.7,4451241
"Balance Wealth, LLC",1,129,311.6,4120381
Schiavi & Co LLC,1,39,311.2,6731238
Commonwealth Retirement Investments LLC,1,409,310.6,2529258
"Catalys Pacific, LLC",1,2,310.5,9332852
Sanofi,1,8,310.4,25737724
"Team Hewins, LLC",1,35,310.3,5636168
Mirabaud & Cie SA,1,57,310.2,1498165
Pecaut & Co.,1,68,310.0,2899510
"Bear Mountain Capital, Inc.",1,194,309.8,3006492
Lind Value II ApS,1,8,309.6,7129694
Sava Penzisko Drushtvo A.D. Skopje,1,24,309.6,3489017
"Stephens Consulting, LLC",1,444,309.4,3019110
Skaana Management L.P.,1,65,309.0,114607478
"Precision Wealth Strategies, LLC",1,155,308.7,4639502
"Defender Capital, LLC.",1,36,308.7,9026335
Alteri Wealth LLC,1,261,308.5,3482804
Great Point Partners LLC,1,27,308.4,25363333
"Rakuten Securities, Inc.",1,855,308.2,3640222
California First Leasing Corp,1,44,307.9,2459575
Concord Investment Counsel Inc.,1,40,307.9,1794656
Crestmont Private Wealth LLC,1,95,307.7,3492174
jvl associates llc,1,63,307.2,1715175
"Argentarii, LLC",1,191,307.2,3109403
"Canopy Partners, LLC",1,220,307.0,2660325
Goepper Burkhardt LLC,1,100,306.9,7690084
"TTP Investments, Inc.",1,39,306.6,4458110
"Your Advocates Ltd., LLP",1,206,306.4,6907551
"Fore Capital, LLC",1,41,306.0,36065875
Firetrail Investments Pty Ltd,1,28,305.1,2090069
Eaton-Cambridge Inc.,1,44,304.8,6168104
"StrongBox Wealth, LLC",1,92,304.3,3141467
"Highland Peak Capital, LLC",1,13,303.8,13349117
"Juncture Wealth Strategies, LLC",1,130,303.8,4590724
"Fortress Private Ledger, LLC",1,208,303.7,3333363
Solitude Financial Services,1,38,303.3,4906079
Milestones Administradora de Recursos Ltda.,1,16,302.8,5573643
"Game Creek Capital, LP",1,78,302.7,3180756
Spruce Street Capital LP,1,26,302.7,30902371
"Westshore Wealth, LLC",1,101,302.3,3496480
"Investment Research & Advisory Group, Inc.",1,258,302.1,1216896
"Rogco, LP",1,195,302.0,3240910
TSA Wealth Managment LLC,1,85,302.0,4395294
"TFR Capital, LLC.",1,158,301.9,2512792
Berkshire Capital Holdings Inc,1,101,301.7,1847560
"Sunpointe, LLC",1,247,301.6,3215800
"Peachtree Investment Partners, LLC",1,127,301.3,1823101
Sonoma Allocations LLC,1,110,301.2,4165854
"Richard W. Paul & Associates, LLC",1,281,301.2,3357943
"Beacon Bridge Wealth Partners, LLC",1,96,301.0,4158902
Cooper Investors Pty Ltd,1,35,300.9,6048222
Hall Laurie J Trustee,1,106,300.9,1843221
Punch Card Management L.P.,1,5,300.9,2204626
Ketron Financial,1,52,300.4,1935520
"Aspect Management, LLC",1,1,300.4,11933275
Ravenswood Partners LP,1,32,300.0,3145056
"Barrett & Company, Inc.",1,613,299.8,3162041
"Denver PWM, LLC",1,75,299.4,8532205
"Marks Wealth, LLC",1,21,298.7,3715023
Lcnb Corp,1,183,298.5,3785757
"Corundum Group, Inc.",1,84,298.0,1831130
Veridan Wealth LLC,1,75,297.6,8423191
Helix Partners Management LP,1,12,297.4,12395607
Theory Financial LLC,1,95,296.9,5030054
"Borer Denton & Associates, Inc.",1,64,296.7,1554897
Diana Davis Spencer Foundation,1,4,296.3,3544775
"J.H. Whitney Equity Partners VII, LLC",1,1,296.1,36242631
Crcm LP,1,10,296.0,22526378
"Post Oak Energy Holdings, LLC",1,1,295.3,21048629
"Tounjian Advisory Partners, LLC",1,139,295.3,3208200
"Union Heritage Capital, LLC",1,60,295.2,1824424
Groupe des Assurances du Credit Mutuel,1,5,294.9,10732139
Strategic Equity Management,1,55,294.9,4729220
Forum Private Client Group LLC,1,81,293.4,4180473
Renesas Electronics America Inc.,1,1,293.4,16852372
Gallatin Point Capital LLC,1,2,293.2,14827820
"Burkett Financial Services, LLC",1,210,293.0,7246151
Maniro Ltd,1,17,293.0,12464614
"Santori & Peters, Inc.",1,66,293.0,2891700
Sphera Management Technology Funds Ltd,1,57,293.0,18890935
Incline Global Management LLC,1,28,292.7,5175053
Long Path Partners LP,1,7,292.4,9489042
Sonnipe Ltd,1,1,291.9,1978479
Beacon Wealthcare LLC,1,24,291.2,3443521
University of Illinois Foundation,1,13,291.2,2172864
"Arkfeld Wealth Strategies, L.L.C.",1,108,290.9,2646106
"Juniper Investment Company, LLC",1,8,290.9,16772947
Silver Coast Investments LLC,1,103,290.1,4617731
"Main Street Group, LTD",1,86,289.9,4231813
"Criteria Caixa, S.A.U.",1,8,289.8,4743145
SOF Ltd,1,1,289.8,9781882
Bonness Enterprises Inc,1,37,289.7,2147201
WIT Partners Advisory Pte. Ltd.,1,13,288.9,4460464
"Malaga Cove Capital, LLC",1,182,288.9,2976664
Seldon Capital LP,1,63,288.8,5640015
KHIS Custodian LP,1,1,288.5,3942428
Altrafin AG,1,48,288.4,1606995
Hillman Co,1,15,288.4,3772026
"New Perspectives, Inc",1,41,288.4,4996502
"NWK Group, Inc.",1,66,287.9,1114784
"Range Rock Capital, LLC",1,26,287.8,1752225
"Rede Wealth, LLC",1,105,287.8,1350373
"SmartHarvest Portfolios, LLC",1,331,287.7,3511927
"Alliance Private Wealth, LLC",1,79,287.5,3883634
Holowesko Partners Ltd.,1,26,287.3,4544888
"Thurston, Springer, Miller, Herd & Titak, Inc.",1,998,286.9,8858357
"HF Advisory Group, LLC",1,160,286.6,4651357
"Slagle Financial, LLC",1,114,286.4,3568984
Pillsbury Lake Capital LLC,1,29,286.2,16108172
PCA Investment Advisory Services Inc.,1,52,286.0,3025174
"Manatuck Hill Partners, LLC",1,92,285.8,16991512
"Morris Financial Concepts, Inc.",1,191,285.5,4415767
"Lumbard & Kellner, LLC",1,96,285.5,5177469
325 Capital LLC,1,13,285.4,48259692
"Autumn Glory Partners, LLC",1,201,285.4,3011694
"Global Financial Private Client, LLC",1,216,285.3,2817826
Axis Capital Holdings Ltd,1,3,284.9,939034
"Aerodigm Wealth, LLC",1,95,284.2,4015312
"Intercapital, LLC",1,71,284.0,6490670
Sharper & Granite LLC,1,105,283.9,3373886
Wilkerson Advisory Group LLC,1,544,283.9,3849595
"Miller Value Partners, LLC",1,32,283.8,29310490
Collaborative Wealth Managment Inc.,1,207,283.7,5271273
Friday Financial,1,89,283.6,5039910
Enzi Wealth,1,68,283.6,3117890
G&S Capital LLC,1,124,283.0,3101589
Stelac Advisory Services LLC,1,104,282.8,2328125
"Sittner & Nelson, LLC",1,501,282.6,2865597
"Curio Wealth, LLC",1,417,282.3,5491141
"Carlson Capital, L.P.",1,64,282.0,10977991
Gimbel Daniel Scott,1,2,282.0,6274365
"Samalin Investment Counsel, LLC",1,278,282.0,7921500
Lincoln Capital Corp,1,88,281.5,3722980
David Kennon Inc,1,36,281.3,2953360
B&I Capital AG,1,25,281.2,4794626
Acasta Partners UK LLP,1,18,281.0,202699031
"Tiller Private Wealth, Inc.",1,60,281.0,3807273
"Geneva Partners, LLC",1,67,280.8,1334296
"GFG Capital, LLC",1,61,280.7,3055392
"Strengthening Families & Communities, LLC",1,369,280.6,1744352
"Sherman Porfolios, LLC",1,70,280.1,2793171
"Great Hill Partners, L.P.",1,1,280.0,2788912
"Lakeshore Financial Planning, Inc.",1,85,279.9,3087720
Seven Post Investment Office LP,1,37,279.7,3267198
Vantage Point Financial LLC,1,152,279.6,5643256
"Boothe Investment Group, Inc.",1,32,279.4,6564243
"Highlander Partners, L.P.",1,64,278.7,4683120
Panview Capital Ltd,1,9,278.5,3933112
"ShoreHaven Wealth Partners, LLC",1,98,278.4,3892785
"Saiph Capital, LLC",1,69,278.4,3093503
"Eley Financial Management, Inc",1,64,278.4,2406534
"Fsa Wealth Partners, Inc.",1,58,278.3,3184060
iSAM Funds (UK) Ltd,1,292,278.1,3727670
Wealth Quarterback LLC,1,146,277.7,2557888
"Tranquility Partners, LLC",1,224,277.6,3396935
Excalibur Management Corp,1,159,277.4,2139328
"Joseph P. Lucia & Associates, LLC",1,139,277.3,4497829
"Stonebridge Financial Planning Group, LLC",1,154,277.0,3463971
Stableford Capital II LLC,1,141,276.8,3752818
Daily Journal Corp,1,4,276.7,3727500
"Hartree Partners, LP",1,53,276.5,17199572
"Merck & Co., Inc.",1,11,276.3,26971651
"Walker Financial Services, Inc.",1,41,276.0,6036674
Holistic Financial Partners,1,131,275.8,3135396
"Robertson Opportunity Capital, LLC",1,24,275.5,4149839
Freedom Financial Partners LLC,1,83,274.9,4437947
"Access Financial Services, Inc.",1,90,274.7,6459615
"Fourth Dimension Wealth, LLC",1,562,274.0,3581699
"Zullo Investment Group, Inc.",1,149,273.4,1934734
IMZ Advisory Inc,1,39,273.1,2902362
Potentia Wealth,1,91,272.9,2440598
waypoint wealth counsel,1,278,272.7,2408748
Ted Buchan & Co,1,86,272.4,3087300
Amansa Capital Pte. Ltd.,1,2,272.1,6499580
Amiral Gestion,1,26,272.0,4841351
"Congruence Capital, LLC",1,28,271.9,4931169
Mechanics Financial Corp,1,225,270.9,2797735
Empower Annuity Insurance Co,1,1,270.7,2456850
Searcy Financial Services Inc /adv,1,25,269.8,2118298
Ticino Wealth,1,139,269.8,3175997
Barbara Oil Co.,1,71,269.4,1839594
BRIGHT VALLEY CAPITAL Ltd,1,13,269.2,7853013
"Lhm, Inc.",1,22,268.8,4079444
"Quartz Partners, LLC",1,164,268.7,3204962
"Alexis Investment Partners, LLC",1,95,268.6,4120146
"TAGStone Capital, Inc.",1,109,268.5,2589588
OMC Financial Services LTD,1,65,268.3,1527549
Visualize Group LP,1,11,267.7,1336639
All-Stars Investment Ltd,1,4,267.5,22910814
Monolith Management Ltd,1,18,267.0,2490146
Gainplan LLC,1,56,266.9,2226929
1776 Wealth LLC,1,115,265.6,2509422
"Powers Advisory Group, LLC",1,123,265.5,5387690
Members Advisory Group LLC,1,26,265.3,5080930
"Summit Investment Advisory Services, LLC",1,82,265.0,5373092
First Financial Corp /IN/,1,296,264.9,2050309
"Palisades Investment Partners, LLC",1,47,264.7,6168007
"Envision Financial Planning, LLC",1,40,264.5,7518697
Lunate Capital Ltd,1,5,264.3,8570343
"Tencap Wealth Coaching, LLC",1,6,264.2,5412659
Silchester International Investors LLP,1,2,264.2,4229924
Investors Towarzystwo Funduszy Inwestycyjnych Spolka Akcyjna,1,177,264.0,1993351
"Long Road Investment Counsel, LLC",1,71,264.0,1936738
Lineage Point Capital LP,1,53,263.6,33379294
Intrepid Financial Planning Group LLC,1,113,263.1,3043956
"Houlihan Financial Resource Group, Ltd.",1,106,263.0,3068515
"Owen LaRue, LLC",1,103,262.9,4725951
Wheelhouse Advisory Group LLC,1,47,262.9,1671242
REDW Wealth LLC,1,100,262.3,3330944
White Mountains Insurance Group Ltd,1,2,261.9,17901614
"Twin Securities, Inc.",1,14,261.7,3749944
Harbor Island Capital LLC,1,15,260.8,3262729
Compass Capital Corp /ma/ /adv,1,167,260.2,3164317
"Disciplined Investments, LLC",1,126,260.1,4539008
Titan Wealth (CI) Ltd,1,65,260.1,1608887
TL Private Wealth,1,46,259.8,2239615
"Grey Rock Energy Management, LLC",1,1,259.8,55265968
Formula Growth Ltd,1,119,259.5,13194828
"Penney Financial, LLC",1,49,259.1,3142500
Turim 21 Investimentos Ltda.,1,101,259.0,5568763
"Saraza Management, LP",1,14,259.0,2281150
"Ceera Investments, LLC",1,85,258.9,3977268
"Samjo Management, LLC",1,53,258.7,19382090
Pivotal bioVenture Partners Investment Advisor LLC,1,11,258.7,13895491
InvesTrust,1,93,258.6,3075125
Enstar Group LTD,1,10,258.5,9876562
Riverwater Partners LLC,1,200,258.4,4793123
"S Squared Technology, LLC",1,30,258.2,14568042
"Lloyd Advisory Services, LLC.",1,465,257.8,6266775
Foursixthree Capital LP,1,11,257.5,64676009
"Mayfair Advisory Group, LLC",1,168,257.5,3724724
Hoertkorn Richard Charles,1,74,257.4,2931326
Prosperitas Financial LLC,1,73,257.2,2813576
SWAN Capital LLC,1,465,257.1,2594394
"O'ROURKE & COMPANY, Inc",1,154,257.1,2660338
"Adaptive Financial Consulting, LLC",1,18,257.1,2132777
"TradeWell Securities, LLC.",1,44,256.9,14119151
"GPM Growth Investors, Inc.",1,39,256.6,3944538
